,id,Geographic Area Name,%white,%black,Estimate!!Total,Estimate!!Total!!White alone,Estimate!!Total!!Black or African American alone
559,1500000US250251402011,"Block Group 1, Census Tract 1402.01, Suffolk County, Massachusetts",0.3753475440222428,0.39666357738646896,1079,405,428
560,1500000US250251404003,"Block Group 3, Census Tract 1404, Suffolk County, Massachusetts",0.08892763731473409,0.7863993025283348,1147,102,902
561,1500000US250250007014,"Block Group 4, Census Tract 7.01, Suffolk County, Massachusetts",0.8124174372523117,0.0,757,615,0
562,1500000US250250007015,"Block Group 5, Census Tract 7.01, Suffolk County, Massachusetts",0.7674532940019666,0.0,2034,1561,0
563,1500000US250250604004,"Block Group 4, Census Tract 604, Suffolk County, Massachusetts",0.8873379860418744,0.024925224327018942,1003,890,25
564,1500000US250250924001,"Block Group 1, Census Tract 924, Suffolk County, Massachusetts",0.1501597444089457,0.8498402555910544,939,141,798
565,1500000US250250913001,"Block Group 1, Census Tract 913, Suffolk County, Massachusetts",0.25464834276475345,0.5165723524656427,1237,315,639
566,1500000US250251304063,"Block Group 3, Census Tract 1304.06, Suffolk County, Massachusetts",0.6793103448275862,0.09482758620689655,580,394,55
567,1500000US250251104031,"Block Group 1, Census Tract 1104.03, Suffolk County, Massachusetts",0.5687160940325497,0.3047016274864376,1106,629,337
568,1500000US250250201011,"Block Group 1, Census Tract 201.01, Suffolk County, Massachusetts",0.8621190130624092,0.03193033381712627,689,594,22
569,1500000US250250921013,"Block Group 3, Census Tract 921.01, Suffolk County, Massachusetts",0.5523535062439962,0.3957732949087416,1041,575,412
570,1500000US250250804011,"Block Group 1, Census Tract 804.01, Suffolk County, Massachusetts",0.18482490272373542,0.5479896238651103,1542,285,845
571,1500000US250250502004,"Block Group 4, Census Tract 502, Suffolk County, Massachusetts",0.5312965722801788,0.011177347242921014,1342,713,15
572,1500000US250250703001,"Block Group 1, Census Tract 703, Suffolk County, Massachusetts",0.7363552266419982,0.013876040703052728,1081,796,15
573,1500000US250250705004,"Block Group 4, Census Tract 705, Suffolk County, Massachusetts",0.421209858103062,0.15011202389843167,1339,564,201
574,1500000US250251304023,"Block Group 3, Census Tract 1304.02, Suffolk County, Massachusetts",0.9447983014861996,0.055201698513800426,942,890,52
575,1500000US250250918002,"Block Group 2, Census Tract 918, Suffolk County, Massachusetts",0.0,0.8389105058365759,1285,0,1078
576,1500000US250251804002,"Block Group 2, Census Tract 1804, Suffolk County, Massachusetts",0.88124410933082,0.0,1061,935,0
577,1500000US250250107012,"Block Group 2, Census Tract 107.01, Suffolk County, Massachusetts",0.869220607661823,0.059445178335535004,757,658,45
578,1500000US250251201031,"Block Group 1, Census Tract 1201.03, Suffolk County, Massachusetts",0.8472139005392451,0.046734571599760334,1669,1414,78
579,1500000US250250504001,"Block Group 1, Census Tract 504, Suffolk County, Massachusetts",0.8185483870967742,0.014112903225806451,496,406,7
580,1500000US250251007004,"Block Group 4, Census Tract 1007, Suffolk County, Massachusetts",0.8756756756756757,0.0,740,648,0
581,1500000US250250708002,"Block Group 2, Census Tract 708, Suffolk County, Massachusetts",0.7817109144542773,0.15142576204523106,1017,795,154
582,1500000US250250602002,"Block Group 2, Census Tract 602, Suffolk County, Massachusetts",0.9828448892065761,0.006433166547533953,1399,1375,9
583,1500000US250251008006,"Block Group 6, Census Tract 1008, Suffolk County, Massachusetts",0.5318039624608968,0.27632950990615224,959,510,265
584,1500000US250251101031,"Block Group 1, Census Tract 1101.03, Suffolk County, Massachusetts",0.7744533947065593,0.14384349827387802,869,673,125
585,1500000US250251302004,"Block Group 4, Census Tract 1302, Suffolk County, Massachusetts",0.863517060367454,0.0984251968503937,762,658,75
586,1500000US250250705003,"Block Group 3, Census Tract 705, Suffolk County, Massachusetts",0.5706887622993267,0.04505437597099948,1931,1102,87
587,1500000US250250403002,"Block Group 2, Census Tract 403, Suffolk County, Massachusetts",0.9584367245657568,0.0,1612,1545,0
588,1500000US250251802004,"Block Group 4, Census Tract 1802, Suffolk County, Massachusetts",0.8626292466765141,0.11521418020679468,1354,1168,156
589,1500000US250251805001,"Block Group 1, Census Tract 1805, Suffolk County, Massachusetts",0.9957780458383595,0.0,1658,1651,0
590,1500000US250250711011,"Block Group 1, Census Tract 711.01, Suffolk County, Massachusetts",0.5739614994934144,0.047619047619047616,1974,1133,94
591,1500000US250250808011,"Block Group 1, Census Tract 808.01, Suffolk County, Massachusetts",0.5687869822485208,0.14460059171597633,2704,1538,391
592,1500000US250250819003,"Block Group 3, Census Tract 819, Suffolk County, Massachusetts",0.11068702290076336,0.5712468193384224,786,87,449
593,1500000US250250812001,"Block Group 1, Census Tract 812, Suffolk County, Massachusetts",0.1904336164506035,0.4640143048725972,2237,426,1038
594,1500000US250251106074,"Block Group 4, Census Tract 1106.07, Suffolk County, Massachusetts",0.9282982791586998,0.06692160611854685,1046,971,70
595,1500000US250259803001,"Block Group 1, Census Tract 9803, Suffolk County, Massachusetts",0.5815789473684211,0.2394736842105263,380,221,91
596,1500000US250250104051,"Block Group 1, Census Tract 104.05, Suffolk County, Massachusetts",0.7120965112487773,0.08705575480925987,3067,2184,267
597,1500000US250250007031,"Block Group 1, Census Tract 7.03, Suffolk County, Massachusetts",0.40644361833952913,0.08798017348203221,807,328,71
598,1500000US250250919003,"Block Group 3, Census Tract 919, Suffolk County, Massachusetts",0.06831489915419649,0.6746909564085881,1537,105,1037
599,1500000US250250005022,"Block Group 2, Census Tract 5.02, Suffolk County, Massachusetts",0.8436657681940701,0.04716981132075472,742,626,35
600,1500000US250251702002,"Block Group 2, Census Tract 1702, Suffolk County, Massachusetts",0.8386092371562014,0.0700570835495589,1927,1616,135
601,1500000US250259901010,"Block Group 0, Census Tract 9901.01, Suffolk County, Massachusetts",0.7313432835820896,0.26865671641791045,67,49,18
602,1500000US250250818002,"Block Group 2, Census Tract 818, Suffolk County, Massachusetts",0.05859375,0.69921875,1536,90,1074
603,1500000US250250101042,"Block Group 2, Census Tract 101.04, Suffolk County, Massachusetts",0.6951032899770466,0.03289977046671767,2614,1817,86
604,1500000US250250107011,"Block Group 1, Census Tract 107.01, Suffolk County, Massachusetts",0.85,0.0061403508771929825,1140,969,7
605,1500000US250259811001,"Block Group 1, Census Tract 9811, Suffolk County, Massachusetts",,,0,0,0
606,1500000US250251401052,"Block Group 2, Census Tract 1401.05, Suffolk County, Massachusetts",0.348181143281366,0.33407572383073497,1347,469,450
607,1500000US250251002003,"Block Group 3, Census Tract 1002, Suffolk County, Massachusetts",0.04459016393442623,0.9291803278688524,1525,68,1417
608,1500000US250251402024,"Block Group 4, Census Tract 1402.02, Suffolk County, Massachusetts",0.59375,0.3247767857142857,1792,1064,582
609,1500000US250251101034,"Block Group 4, Census Tract 1101.03, Suffolk County, Massachusetts",0.42462311557788945,0.07412060301507538,796,338,59
610,1500000US250251201051,"Block Group 1, Census Tract 1201.05, Suffolk County, Massachusetts",0.7409638554216867,0.03098106712564544,1162,861,36
611,1500000US250250608004,"Block Group 4, Census Tract 608, Suffolk County, Massachusetts",0.8571428571428571,0.006310958118187034,1743,1494,11
612,1500000US250259811004,"Block Group 4, Census Tract 9811, Suffolk County, Massachusetts",0.35053763440860214,0.5010752688172043,465,163,233
613,1500000US250251005002,"Block Group 2, Census Tract 1005, Suffolk County, Massachusetts",0.4654761904761905,0.34285714285714286,840,391,288
614,1500000US250251302005,"Block Group 5, Census Tract 1302, Suffolk County, Massachusetts",0.951092611862643,0.0,961,914,0
615,1500000US250251203014,"Block Group 4, Census Tract 1203.01, Suffolk County, Massachusetts",0.655593220338983,0.1064406779661017,1475,967,157
616,1500000US250251402012,"Block Group 2, Census Tract 1402.01, Suffolk County, Massachusetts",0.5064469914040115,0.1826647564469914,1396,707,255
617,1500000US250251802003,"Block Group 3, Census Tract 1802, Suffolk County, Massachusetts",0.9440203562340967,0.0,786,742,0
618,1500000US250250921012,"Block Group 2, Census Tract 921.01, Suffolk County, Massachusetts",0.24601593625498008,0.05677290836653386,1004,247,57
619,1500000US250251401023,"Block Group 3, Census Tract 1401.02, Suffolk County, Massachusetts",0.6627408993576017,0.23768736616702354,934,619,222
620,1500000US250251102011,"Block Group 1, Census Tract 1102.01, Suffolk County, Massachusetts",0.2935126582278481,0.4675632911392405,2528,742,1182
621,1500000US250250708003,"Block Group 3, Census Tract 708, Suffolk County, Massachusetts",0.8483516483516483,0.07252747252747253,910,772,66
622,1500000US250251204003,"Block Group 3, Census Tract 1204, Suffolk County, Massachusetts",0.8042010502625656,0.07051762940735183,1333,1072,94
623,1500000US250250902001,"Block Group 1, Census Tract 902, Suffolk County, Massachusetts",0.09365558912386707,0.5800604229607251,662,62,384
624,1500000US250251203012,"Block Group 2, Census Tract 1203.01, Suffolk County, Massachusetts",0.43893591293833134,0.2720677146311971,827,363,225
625,1500000US250250914002,"Block Group 2, Census Tract 914, Suffolk County, Massachusetts",0.13501742160278746,0.5531358885017421,1148,155,635
626,1500000US250251106073,"Block Group 3, Census Tract 1106.07, Suffolk County, Massachusetts",0.8582677165354331,0.032058492688413945,1778,1526,57
627,1500000US250251005004,"Block Group 4, Census Tract 1005, Suffolk County, Massachusetts",0.020833333333333332,0.9493055555555555,1440,30,1367
628,1500000US250251605022,"Block Group 2, Census Tract 1605.02, Suffolk County, Massachusetts",0.541643059490085,0.09178470254957508,1765,956,162
629,1500000US250250509013,"Block Group 3, Census Tract 509.01, Suffolk County, Massachusetts",0.5272579332790887,0.0,1229,648,0
630,1500000US250250701016,"Block Group 6, Census Tract 701.01, Suffolk County, Massachusetts",0.7397708674304418,0.0,611,452,0
631,1500000US250250604001,"Block Group 1, Census Tract 604, Suffolk County, Massachusetts",1.0,0.0,1358,1358,0
632,1500000US250251105023,"Block Group 3, Census Tract 1105.02, Suffolk County, Massachusetts",0.7874762808349146,0.04554079696394687,527,415,24
633,1500000US250250707001,"Block Group 1, Census Tract 707, Suffolk County, Massachusetts",0.589968152866242,0.2515923566878981,1256,741,316
634,1500000US250250810013,"Block Group 3, Census Tract 810.01, Suffolk County, Massachusetts",0.3988355167394469,0.2663755458515284,687,274,183
635,1500000US250250105002,"Block Group 2, Census Tract 105, Suffolk County, Massachusetts",0.749812734082397,0.00599250936329588,1335,1001,8
636,1500000US250250818001,"Block Group 1, Census Tract 818, Suffolk County, Massachusetts",0.0937178166838311,0.45005149330587024,971,91,437
637,1500000US250250915001,"Block Group 1, Census Tract 915, Suffolk County, Massachusetts",0.25250395361096467,0.34791776489193466,1897,479,660
638,1500000US250251105021,"Block Group 1, Census Tract 1105.02, Suffolk County, Massachusetts",0.5490096495683088,0.14271203656678516,1969,1081,281
639,1500000US250250801002,"Block Group 2, Census Tract 801, Suffolk County, Massachusetts",0.07385524372230429,0.5982274741506647,677,50,405
640,1500000US250250920001,"Block Group 1, Census Tract 920, Suffolk County, Massachusetts",0.1785276073619632,0.43558282208588955,1630,291,710
641,1500000US250250005031,"Block Group 1, Census Tract 5.03, Suffolk County, Massachusetts",0.6824224519940916,0.0,677,462,0
642,1500000US250250708001,"Block Group 1, Census Tract 708, Suffolk County, Massachusetts",0.5848484848484848,0.3054545454545455,1650,965,504
643,1500000US250250006021,"Block Group 1, Census Tract 6.02, Suffolk County, Massachusetts",0.5516728624535316,0.023048327137546468,1345,742,31
644,1500000US250251101037,"Block Group 7, Census Tract 1101.03, Suffolk County, Massachusetts",0.29440688383527963,0.645359557467732,1627,479,1050
645,1500000US250250203033,"Block Group 3, Census Tract 203.03, Suffolk County, Massachusetts",0.6500341763499659,0.0710868079289132,1463,951,104
