STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,percentage_demographic_in_boston_census_group_id,percentage_demographic_in_boston_census_group_%white,percentage_demographic_in_boston_census_group_%black,percentage_demographic_in_boston_census_group_Estimate!!Total,percentage_demographic_in_boston_census_group_Estimate!!Total!!White alone,percentage_demographic_in_boston_census_group_Estimate!!Total!!Black or African American alone,stopped_in_census,stopped_black_in_census,stopped_white_in_census,crime_in_census
"25","023","507101","3",1500000US250235071013,"250235071013","3",BG,"13721337","192631",,,,,,,0,0,0,0
"25","023","561100","5",1500000US250235611005,"250235611005","5",BG,"3328289","181979",,,,,,,0,0,0,0
"25","023","542300","6",1500000US250235423006,"250235423006","6",BG,"432605","0",,,,,,,0,0,0,0
"25","023","504102","1",1500000US250235041021,"250235041021","1",BG,"7384096","112006",,,,,,,0,0,0,0
"25","023","508102","1",1500000US250235081021,"250235081021","1",BG,"2925476","216657",,,,,,,0,0,0,0
"25","023","530901","4",1500000US250235309014,"250235309014","4",BG,"2978767","1598051",,,,,,,0,0,0,0
"25","023","505102","1",1500000US250235051021,"250235051021","1",BG,"2325272","16640",,,,,,,0,0,0,0
"25","023","545300","1",1500000US250235453001,"250235453001","1",BG,"2792701","559147",,,,,,,0,0,0,0
"25","023","521102","1",1500000US250235211021,"250235211021","1",BG,"861500","0",,,,,,,0,0,0,0
"25","023","520100","4",1500000US250235201004,"250235201004","4",BG,"1818736","11941",,,,,,,0,0,0,0
"25","023","525101","4",1500000US250235251014,"250235251014","4",BG,"1777285","9389",,,,,,,0,0,0,0
"25","023","510100","2",1500000US250235101002,"250235101002","2",BG,"686351","0",,,,,,,0,0,0,0
"25","023","510200","2",1500000US250235102002,"250235102002","2",BG,"768898","0",,,,,,,0,0,0,0
"25","023","510400","4",1500000US250235104004,"250235104004","4",BG,"146768","0",,,,,,,0,0,0,0
"25","023","510503","3",1500000US250235105033,"250235105033","3",BG,"1921753","3203",,,,,,,0,0,0,0
"25","023","510700","5",1500000US250235107005,"250235107005","5",BG,"289606","0",,,,,,,0,0,0,0
"25","023","510800","4",1500000US250235108004,"250235108004","4",BG,"230308","0",,,,,,,0,0,0,0
"25","023","510600","3",1500000US250235106003,"250235106003","3",BG,"2524109","10776",,,,,,,0,0,0,0
"25","023","511200","2",1500000US250235112002,"250235112002","2",BG,"376591","0",,,,,,,0,0,0,0
"25","023","511400","3",1500000US250235114003,"250235114003","3",BG,"171603","0",,,,,,,0,0,0,0
"25","023","520202","1",1500000US250235202021,"250235202021","1",BG,"2438268","23180",,,,,,,0,0,0,0
"25","023","523100","2",1500000US250235231002,"250235231002","2",BG,"3197913","27870",,,,,,,0,0,0,0
"25","023","526100","3",1500000US250235261003,"250235261003","3",BG,"5147886","84669",,,,,,,0,0,0,0
"25","023","522102","2",1500000US250235221022,"250235221022","2",BG,"2718820","70127",,,,,,,0,0,0,0
"25","023","501101","3",1500000US250235011013,"250235011013","3",BG,"894630","5038",,,,,,,0,0,0,0
"25","023","500104","4",1500000US250235001044,"250235001044","4",BG,"501534","1176613",,,,,,,0,0,0,0
"25","003","922300","1",1500000US250039223001,"250039223001","1",BG,"14181058","35922",,,,,,,0,0,0,0
"25","003","922200","4",1500000US250039222004,"250039222004","4",BG,"754438","16312",,,,,,,0,0,0,0
"25","003","931100","2",1500000US250039311002,"250039311002","2",BG,"11530329","259698",,,,,,,0,0,0,0
"25","003","912100","5",1500000US250039121005,"250039121005","5",BG,"1100612","2040",,,,,,,0,0,0,0
"25","003","912100","4",1500000US250039121004,"250039121004","4",BG,"1170523","1645",,,,,,,0,0,0,0
"25","003","925100","1",1500000US250039251001,"250039251001","1",BG,"568588","0",,,,,,,0,0,0,0
"25","003","914100","6",1500000US250039141006,"250039141006","6",BG,"11437302","720824",,,,,,,0,0,0,0
"25","003","913100","4",1500000US250039131004,"250039131004","4",BG,"2429728","21396",,,,,,,0,0,0,0
"25","003","933400","2",1500000US250039334002,"250039334002","2",BG,"44722479","5424368",,,,,,,0,0,0,0
"25","003","900200","6",1500000US250039002006,"250039002006","6",BG,"208362","0",,,,,,,0,0,0,0
"25","003","900300","2",1500000US250039003002,"250039003002","2",BG,"518518","5535",,,,,,,0,0,0,0
"25","003","900600","4",1500000US250039006004,"250039006004","4",BG,"383672","10403",,,,,,,0,0,0,0
"25","003","900700","3",1500000US250039007003,"250039007003","3",BG,"1252164","1165",,,,,,,0,0,0,0
"25","003","900900","3",1500000US250039009003,"250039009003","3",BG,"364227","11940",,,,,,,0,0,0,0
"25","003","935200","4",1500000US250039352004,"250039352004","4",BG,"409631","0",,,,,,,0,0,0,0
"25","003","901100","2",1500000US250039011002,"250039011002","2",BG,"418257","0",,,,,,,0,0,0,0
"25","003","932300","1",1500000US250039323001,"250039323001","1",BG,"3190393","24677",,,,,,,0,0,0,0
"25","003","920101","3",1500000US250039201013,"250039201013","3",BG,"1630831","38424",,,,,,,0,0,0,0
"25","011","041200","2",1500000US250110412002,"250110412002","2",BG,"566417","0",,,,,,,0,0,0,0
"25","011","041300","1",1500000US250110413001,"250110413001","1",BG,"342203","0",,,,,,,0,0,0,0
"25","011","041400","1",1500000US250110414001,"250110414001","1",BG,"1154843","46558",,,,,,,0,0,0,0
"25","011","040600","2",1500000US250110406002,"250110406002","2",BG,"68657613","1576162",,,,,,,0,0,0,0
"25","011","040800","1",1500000US250110408001,"250110408001","1",BG,"52201695","1318511",,,,,,,0,0,0,0
"25","013","802200","3",1500000US250138022003,"250138022003","3",BG,"182338","0",,,,,,,0,0,0,0
"25","013","802300","3",1500000US250138023003,"250138023003","3",BG,"333916","0",,,,,,,0,0,0,0
"25","013","802500","6",1500000US250138025006,"250138025006","6",BG,"402797","0",,,,,,,0,0,0,0
"25","013","802500","4",1500000US250138025004,"250138025004","4",BG,"455935","0",,,,,,,0,0,0,0
"25","013","802601","2",1500000US250138026012,"250138026012","2",BG,"271436","0",,,,,,,0,0,0,0
"25","013","812600","2",1500000US250138126002,"250138126002","2",BG,"1263062","28923",,,,,,,0,0,0,0
"25","013","811700","3",1500000US250138117003,"250138117003","3",BG,"253118","7873",,,,,,,0,0,0,0
"25","013","811800","3",1500000US250138118003,"250138118003","3",BG,"179161","0",,,,,,,0,0,0,0
"25","013","812002","3",1500000US250138120023,"250138120023","3",BG,"221354","0",,,,,,,0,0,0,0
"25","013","812103","2",1500000US250138121032,"250138121032","2",BG,"2591783","173518",,,,,,,0,0,0,0
"25","013","813301","1",1500000US250138133011,"250138133011","1",BG,"1836517","8872",,,,,,,0,0,0,0
"25","013","810200","3",1500000US250138102003,"250138102003","3",BG,"5792932","112084",,,,,,,0,0,0,0
"25","013","813000","2",1500000US250138130002,"250138130002","2",BG,"45254236","1111150",,,,,,,0,0,0,0
"25","013","800201","5",1500000US250138002015,"250138002015","5",BG,"615456","0",,,,,,,0,0,0,0
"25","013","800300","4",1500000US250138003004,"250138003004","4",BG,"699585","0",,,,,,,0,0,0,0
"25","013","800500","1",1500000US250138005001,"250138005001","1",BG,"257335","0",,,,,,,0,0,0,0
"25","013","800900","2",1500000US250138009002,"250138009002","2",BG,"213926","0",,,,,,,0,0,0,0
"25","013","801300","1",1500000US250138013001,"250138013001","1",BG,"251348","0",,,,,,,0,0,0,0
"25","013","801501","2",1500000US250138015012,"250138015012","2",BG,"375143","0",,,,,,,0,0,0,0
"25","017","353000","1",1500000US250173530001,"250173530001","1",BG,"21162","0",,,,,,,0,0,0,0
"25","017","353300","3",1500000US250173533003,"250173533003","3",BG,"254840","50195",,,,,,,0,0,0,0
"25","017","353700","1",1500000US250173537001,"250173537001","1",BG,"124862","0",,,,,,,0,0,0,0
"25","017","353900","3",1500000US250173539003,"250173539003","3",BG,"109725","0",,,,,,,0,0,0,0
"25","017","354200","3",1500000US250173542003,"250173542003","3",BG,"310169","0",,,,,,,0,0,0,0
"25","017","354600","2",1500000US250173546002,"250173546002","2",BG,"106867","0",,,,,,,0,0,0,0
"25","017","354800","1",1500000US250173548001,"250173548001","1",BG,"132241","0",,,,,,,0,0,0,0
"25","017","355000","2",1500000US250173550002,"250173550002","2",BG,"175732","2780",,,,,,,0,0,0,0
"25","017","342202","2",1500000US250173422022,"250173422022","2",BG,"198514","0",,,,,,,0,0,0,0
"25","017","342300","1",1500000US250173423001,"250173423001","1",BG,"157473","0",,,,,,,0,0,0,0
"25","017","338400","4",1500000US250173384004,"250173384004","4",BG,"1446725","7688",,,,,,,0,0,0,0
"25","017","358500","3",1500000US250173585003,"250173585003","3",BG,"2441906","34597",,,,,,,0,0,0,0
"25","017","341200","2",1500000US250173412002,"250173412002","2",BG,"135708","0",,,,,,,0,0,0,0
"25","017","341400","3",1500000US250173414003,"250173414003","3",BG,"260935","0",,,,,,,0,0,0,0
"25","017","341500","3",1500000US250173415003,"250173415003","3",BG,"132507","0",,,,,,,0,0,0,0
"25","021","442202","3",1500000US250214422023,"250214422023","3",BG,"1214420","0",,,,,,,0,0,0,0
"25","021","442202","2",1500000US250214422022,"250214422022","2",BG,"753646","0",,,,,,,0,0,0,0
"25","021","421200","2",1500000US250214212002,"250214212002","2",BG,"1060724","0",,,,,,,0,0,0,0
"25","021","408102","3",1500000US250214081023,"250214081023","3",BG,"1558372","7191",,,,,,,0,0,0,0
"25","021","407100","2",1500000US250214071002,"250214071002","2",BG,"3407969","23398",,,,,,,0,0,0,0
"25","021","416200","4",1500000US250214162004,"250214162004","4",BG,"588408","0",,,,,,,0,0,0,0
"25","021","416300","2",1500000US250214163002,"250214163002","2",BG,"232402","0",,,,,,,0,0,0,0
"25","021","416400","2",1500000US250214164002,"250214164002","2",BG,"232633","0",,,,,,,0,0,0,0
"25","021","403100","2",1500000US250214031002,"250214031002","2",BG,"573803","0",,,,,,,0,0,0,0
"25","021","403400","4",1500000US250214034004,"250214034004","4",BG,"437145","3411",,,,,,,0,0,0,0
"25","021","413100","2",1500000US250214131002,"250214131002","2",BG,"576471","0",,,,,,,0,0,0,0
"25","021","413300","1",1500000US250214133001,"250214133001","1",BG,"1029149","3683",,,,,,,0,0,0,0
"25","013","801603","2",1500000US250138016032,"250138016032","2",BG,"2965000","10038",,,,,,,0,0,0,0
"25","013","801700","4",1500000US250138017004,"250138017004","4",BG,"220356","0",,,,,,,0,0,0,0
"25","013","801800","4",1500000US250138018004,"250138018004","4",BG,"197878","0",,,,,,,0,0,0,0
"25","013","801800","3",1500000US250138018003,"250138018003","3",BG,"320867","19369",,,,,,,0,0,0,0
"25","013","802000","2",1500000US250138020002,"250138020002","2",BG,"65385","0",,,,,,,0,0,0,0
"25","017","341600","2",1500000US250173416002,"250173416002","2",BG,"241398","0",,,,,,,0,0,0,0
"25","017","341800","2",1500000US250173418002,"250173418002","2",BG,"483330","0",,,,,,,0,0,0,0
"25","017","339100","5",1500000US250173391005,"250173391005","5",BG,"556533","0",,,,,,,0,0,0,0
"25","017","339200","5",1500000US250173392005,"250173392005","5",BG,"291637","0",,,,,,,0,0,0,0
"25","017","339400","3",1500000US250173394003,"250173394003","3",BG,"110764","0",,,,,,,0,0,0,0
"25","017","339600","2",1500000US250173396002,"250173396002","2",BG,"121943","0",,,,,,,0,0,0,0
"25","017","339700","4",1500000US250173397004,"250173397004","4",BG,"101459","0",,,,,,,0,0,0,0
"25","017","339802","3",1500000US250173398023,"250173398023","3",BG,"151056","0",,,,,,,0,0,0,0
"25","017","339900","5",1500000US250173399005,"250173399005","5",BG,"167572","0",,,,,,,0,0,0,0
"25","017","340000","1",1500000US250173400001,"250173400001","1",BG,"121171","0",,,,,,,0,0,0,0
"25","017","340100","1",1500000US250173401001,"250173401001","1",BG,"246576","0",,,,,,,0,0,0,0
"25","017","336200","7",1500000US250173362007,"250173362007","7",BG,"327199","0",,,,,,,0,0,0,0
"25","017","336200","4",1500000US250173362004,"250173362004","4",BG,"348357","0",,,,,,,0,0,0,0
"25","017","368600","1",1500000US250173686001,"250173686001","1",BG,"140563","0",,,,,,,0,0,0,0
"25","017","373100","5",1500000US250173731005,"250173731005","5",BG,"305985","0",,,,,,,0,0,0,0
"25","017","373600","3",1500000US250173736003,"250173736003","3",BG,"808413","0",,,,,,,0,0,0,0
"25","017","373900","2",1500000US250173739002,"250173739002","2",BG,"1157323","0",,,,,,,0,0,0,0
"25","017","374200","1",1500000US250173742001,"250173742001","1",BG,"355111","0",,,,,,,0,0,0,0
"25","017","374400","3",1500000US250173744003,"250173744003","3",BG,"551026","0",,,,,,,0,0,0,0
"25","017","336402","1",1500000US250173364021,"250173364021","1",BG,"245001","0",,,,,,,0,0,0,0
"25","017","374800","3",1500000US250173748003,"250173748003","3",BG,"988268","46877",,,,,,,0,0,0,0
"25","017","330200","3",1500000US250173302003,"250173302003","3",BG,"1610902","364920",,,,,,,0,0,0,0
"25","017","334100","1",1500000US250173341001,"250173341001","1",BG,"1016035","0",,,,,,,0,0,0,0
"25","017","334300","2",1500000US250173343002,"250173343002","2",BG,"570728","0",,,,,,,0,0,0,0
"25","017","334400","4",1500000US250173344004,"250173344004","4",BG,"436776","0",,,,,,,0,0,0,0
"25","017","333300","2",1500000US250173333002,"250173333002","2",BG,"673240","0",,,,,,,0,0,0,0
"25","017","333600","2",1500000US250173336002,"250173336002","2",BG,"1183759","15434",,,,,,,0,0,0,0
"25","017","387201","3",1500000US250173872013,"250173872013","3",BG,"3672089","11101",,,,,,,0,0,0,0
"25","017","383902","3",1500000US250173839023,"250173839023","3",BG,"2637767","11634",,,,,,,0,0,0,0
"25","017","383901","3",1500000US250173839013,"250173839013","3",BG,"1494531","4390",,,,,,,0,0,0,0
"25","017","383800","1",1500000US250173838001,"250173838001","1",BG,"1847698","65472",,,,,,,0,0,0,0
"25","017","383600","2",1500000US250173836002,"250173836002","2",BG,"1026237","957",,,,,,,0,0,0,0
"25","017","383501","1",1500000US250173835011,"250173835011","1",BG,"714132","0",,,,,,,0,0,0,0
"25","017","383200","1",1500000US250173832001,"250173832001","1",BG,"564671","0",,,,,,,0,0,0,0
"25","017","382200","3",1500000US250173822003,"250173822003","3",BG,"618320","1887",,,,,,,0,0,0,0
"25","017","382100","4",1500000US250173821004,"250173821004","4",BG,"857604","0",,,,,,,0,0,0,0
"25","017","366100","4",1500000US250173661004,"250173661004","4",BG,"1408031","174212",,,,,,,0,0,0,0
"25","017","365202","3",1500000US250173652023,"250173652023","3",BG,"5726413","207067",,,,,,,0,0,0,0
"25","017","364101","2",1500000US250173641012,"250173641012","2",BG,"1050889","55928",,,,,,,0,0,0,0
"25","017","363201","2",1500000US250173632012,"250173632012","2",BG,"1537896","7055",,,,,,,0,0,0,0
"25","017","368902","1",1500000US250173689021,"250173689021","1",BG,"742968","24302",,,,,,,0,0,0,0
"25","017","369100","3",1500000US250173691003,"250173691003","3",BG,"206517","0",,,,,,,0,0,0,0
"25","017","370300","7",1500000US250173703007,"250173703007","7",BG,"150208","0",,,,,,,0,0,0,0
"25","017","370300","5",1500000US250173703005,"250173703005","5",BG,"167234","0",,,,,,,0,0,0,0
"25","017","370400","2",1500000US250173704002,"250173704002","2",BG,"415631","0",,,,,,,0,0,0,0
"25","017","331102","4",1500000US250173311024,"250173311024","4",BG,"2197433","4970",,,,,,,0,0,0,0
"25","017","322300","2",1500000US250173223002,"250173223002","2",BG,"2403439","10078",,,,,,,0,0,0,0
"25","017","321600","4",1500000US250173216004,"250173216004","4",BG,"835528","0",,,,,,,0,0,0,0
"25","017","321500","3",1500000US250173215003,"250173215003","3",BG,"3489973","0",,,,,,,0,0,0,0
"25","017","321300","5",1500000US250173213005,"250173213005","5",BG,"243499","0",,,,,,,0,0,0,0
"25","017","321300","1",1500000US250173213001,"250173213001","1",BG,"284311","0",,,,,,,0,0,0,0
"25","017","321100","3",1500000US250173211003,"250173211003","3",BG,"1871201","34935",,,,,,,0,0,0,0
"25","017","317103","3",1500000US250173171033,"250173171033","3",BG,"2397082","270061",,,,,,,0,0,0,0
"25","017","316300","2",1500000US250173163002,"250173163002","2",BG,"654638","123070",,,,,,,0,0,0,0
"25","017","316102","1",1500000US250173161021,"250173161021","1",BG,"1919550","5895",,,,,,,0,0,0,0
"25","017","315500","3",1500000US250173155003,"250173155003","3",BG,"306864","0",,,,,,,0,0,0,0
"25","017","315200","3",1500000US250173152003,"250173152003","3",BG,"2842898","312685",,,,,,,0,0,0,0
"25","017","361300","2",1500000US250173613002,"250173613002","2",BG,"1514823","1664",,,,,,,0,0,0,0
"25","017","361300","1",1500000US250173613001,"250173613001","1",BG,"2025768","34229",,,,,,,0,0,0,0
"25","017","359300","5",1500000US250173593005,"250173593005","5",BG,"6424074","16064",,,,,,,0,0,0,0
"25","017","359300","1",1500000US250173593001,"250173593001","1",BG,"986202","0",,,,,,,0,0,0,0
"25","017","325100","4",1500000US250173251004,"250173251004","4",BG,"966923","0",,,,,,,0,0,0,0
"25","017","311300","1",1500000US250173113001,"250173113001","1",BG,"138722","0",,,,,,,0,0,0,0
"25","017","388300","1",1500000US250173883001,"250173883001","1",BG,"190537","4296",,,,,,,0,0,0,0
"25","017","310300","5",1500000US250173103005,"250173103005","5",BG,"216447","3460",,,,,,,0,0,0,0
"25","017","314301","2",1500000US250173143012,"250173143012","2",BG,"577072","4858",,,,,,,0,0,0,0
"25","017","313102","2",1500000US250173131022,"250173131022","2",BG,"1816030","230049",,,,,,,0,0,0,0
"25","017","312400","1",1500000US250173124001,"250173124001","1",BG,"168825","31444",,,,,,,0,0,0,0
"25","017","312100","2",1500000US250173121002,"250173121002","2",BG,"136992","0",,,,,,,0,0,0,0
"25","017","311800","1",1500000US250173118001,"250173118001","1",BG,"429406","4355",,,,,,,0,0,0,0
"25","017","311600","2",1500000US250173116002,"250173116002","2",BG,"289117","0",,,,,,,0,0,0,0
"25","021","440100","1",1500000US250214401001,"250214401001","1",BG,"1097466","4599",,,,,,,0,0,0,0
"25","021","417100","5",1500000US250214171005,"250214171005","5",BG,"171167","0",,,,,,,0,0,0,0
"25","021","417200","5",1500000US250214172005,"250214172005","5",BG,"293230","0",,,,,,,0,0,0,0
"25","021","417200","3",1500000US250214172003,"250214172003","3",BG,"164158","0",,,,,,,0,0,0,0
"25","021","417502","3",1500000US250214175023,"250214175023","3",BG,"160840","0",,,,,,,0,0,0,0
"25","021","417502","2",1500000US250214175022,"250214175022","2",BG,"301240","0",,,,,,,0,0,0,0
"25","021","417901","4",1500000US250214179014,"250214179014","4",BG,"123904","0",,,,,,,0,0,0,0
"25","021","417901","3",1500000US250214179013,"250214179013","3",BG,"252821","0",,,,,,,0,0,0,0
"25","021","418101","2",1500000US250214181012,"250214181012","2",BG,"785323","9028",,,,,,,0,0,0,0
"25","021","420100","5",1500000US250214201005,"250214201005","5",BG,"1048002","5290",,,,,,,0,0,0,0
"25","017","337202","2",1500000US250173372022,"250173372022","2",BG,"725633","0",,,,,,,0,0,0,0
"25","017","350200","2",1500000US250173502002,"250173502002","2",BG,"58114","0",,,,,,,0,0,0,0
"25","017","350300","1",1500000US250173503001,"250173503001","1",BG,"117882","0",,,,,,,0,0,0,0
"25","017","350400","5",1500000US250173504005,"250173504005","5",BG,"106711","0",,,,,,,0,0,0,0
"25","017","350700","5",1500000US250173507005,"250173507005","5",BG,"116324","0",,,,,,,0,0,0,0
"25","017","350900","1",1500000US250173509001,"250173509001","1",BG,"97589","0",,,,,,,0,0,0,0
"25","017","351100","5",1500000US250173511005,"250173511005","5",BG,"152450","0",,,,,,,0,0,0,0
"25","017","337201","2",1500000US250173372012,"250173372012","2",BG,"442316","0",,,,,,,0,0,0,0
"25","017","337102","2",1500000US250173371022,"250173371022","2",BG,"1264254","0",,,,,,,0,0,0,0
"25","017","335100","3",1500000US250173351003,"250173351003","3",BG,"298857","0",,,,,,,0,0,0,0
"25","021","411100","1",1500000US250214111001,"250214111001","1",BG,"2550692","26920",,,,,,,0,0,0,0
"25","021","404400","3",1500000US250214044003,"250214044003","3",BG,"692715","0",,,,,,,0,0,0,0
"25","021","404301","5",1500000US250214043015,"250214043015","5",BG,"527543","923",,,,,,,0,0,0,0
"25","021","404301","3",1500000US250214043013,"250214043013","3",BG,"927100","1481",,,,,,,0,0,0,0
"25","021","412300","4",1500000US250214123004,"250214123004","4",BG,"1632171","11324",,,,,,,0,0,0,0
"25","021","422400","2",1500000US250214224002,"250214224002","2",BG,"493975","0",,,,,,,0,0,0,0
"25","021","422400","1",1500000US250214224001,"250214224001","1",BG,"663869","13733",,,,,,,0,0,0,0
"25","021","422600","6",1500000US250214226006,"250214226006","6",BG,"476917","0",,,,,,,0,0,0,0
"25","021","422700","2",1500000US250214227002,"250214227002","2",BG,"593717","0",,,,,,,0,0,0,0
"25","021","404302","1",1500000US250214043021,"250214043021","1",BG,"1036398","0",,,,,,,0,0,0,0
"25","021","456302","2",1500000US250214563022,"250214563022","2",BG,"834831","0",,,,,,,0,0,0,0
"25","021","457100","3",1500000US250214571003,"250214571003","3",BG,"1374300","0",,,,,,,0,0,0,0
"25","021","404400","4",1500000US250214044004,"250214044004","4",BG,"349753","0",,,,,,,0,0,0,0
"25","017","368102","1",1500000US250173681021,"250173681021","1",BG,"1107387","0",,,,,,,0,0,0,0
"25","017","368300","1",1500000US250173683001,"250173683001","1",BG,"444637","0",,,,,,,0,0,0,0
"25","017","368500","3",1500000US250173685003,"250173685003","3",BG,"177341","34167",,,,,,,0,0,0,0
"25","017","356100","3",1500000US250173561003,"250173561003","3",BG,"333384","1364",,,,,,,0,0,0,0
"25","017","356300","2",1500000US250173563002,"250173563002","2",BG,"237448","0",,,,,,,0,0,0,0
"25","017","356400","3",1500000US250173564003,"250173564003","3",BG,"365317","0",,,,,,,0,0,0,0
"25","017","356500","6",1500000US250173565006,"250173565006","6",BG,"547204","0",,,,,,,0,0,0,0
"25","017","358100","4",1500000US250173581004,"250173581004","4",BG,"1366518","31989",,,,,,,0,0,0,0
"25","017","357300","2",1500000US250173573002,"250173573002","2",BG,"197453","0",,,,,,,0,0,0,0
"25","017","357600","1",1500000US250173576001,"250173576001","1",BG,"192933","0",,,,,,,0,0,0,0
"25","017","357700","4",1500000US250173577004,"250173577004","4",BG,"160557","0",,,,,,,0,0,0,0
"25","017","332100","1",1500000US250173321001,"250173321001","1",BG,"1150869","0",,,,,,,0,0,0,0
"25","017","332100","4",1500000US250173321004,"250173321004","4",BG,"1274112","0",,,,,,,0,0,0,0
"25","017","352500","2",1500000US250173525002,"250173525002","2",BG,"104194","0",,,,,,,0,0,0,0
"25","021","419200","4",1500000US250214192004,"250214192004","4",BG,"454908","0",,,,,,,0,0,0,0
"25","021","419400","2",1500000US250214194002,"250214194002","2",BG,"453393","169654",,,,,,,0,0,0,0
"25","021","419500","1",1500000US250214195001,"250214195001","1",BG,"389747","0",,,,,,,0,0,0,0
"25","021","400100","1",1500000US250214001001,"250214001001","1",BG,"160677","0",,,,,,,0,0,0,2
"25","021","400400","1",1500000US250214004001,"250214004001","1",BG,"231206","0",,,,,,,0,0,0,0
"25","021","400700","1",1500000US250214007001,"250214007001","1",BG,"218230","0",,,,,,,3,1,2,0
"25","021","401000","3",1500000US250214010003,"250214010003","3",BG,"229281","597",,,,,,,0,0,0,0
"25","021","415102","2",1500000US250214151022,"250214151022","2",BG,"727111","31929",,,,,,,0,0,0,0
"25","021","423100","4",1500000US250214231004,"250214231004","4",BG,"4399119","54127843",,,,,,,0,0,0,0
"25","021","417602","2",1500000US250214176022,"250214176022","2",BG,"294308","814",,,,,,,0,0,0,0
"25","021","402400","3",1500000US250214024003,"250214024003","3",BG,"481072","0",,,,,,,0,0,0,0
"25","021","410400","1",1500000US250214104001,"250214104001","1",BG,"1920160","2941",,,,,,,0,0,0,0
"25","003","900800","4",1500000US250039008004,"250039008004","4",BG,"886366","0",,,,,,,0,0,0,0
"25","011","040501","2",1500000US250110405012,"250110405012","2",BG,"7359922","75026",,,,,,,0,0,0,0
"25","021","442103","3",1500000US250214421033,"250214421033","3",BG,"2891158","33339",,,,,,,0,0,0,0
"25","021","410400","4",1500000US250214104004,"250214104004","4",BG,"804400","4286",,,,,,,0,0,0,0
"25","021","422302","5",1500000US250214223025,"250214223025","5",BG,"1193511","2308",,,,,,,0,0,0,0
"25","021","422200","1",1500000US250214222001,"250214222001","1",BG,"2760234","0",,,,,,,0,0,0,0
"25","021","422600","3",1500000US250214226003,"250214226003","3",BG,"782574","13663",,,,,,,0,0,0,0
"25","021","418004","2",1500000US250214180042,"250214180042","2",BG,"319220","0",,,,,,,0,0,0,0
"25","021","419200","2",1500000US250214192002,"250214192002","2",BG,"328596","0",,,,,,,0,0,0,0
"25","021","422200","5",1500000US250214222005,"250214222005","5",BG,"469477","0",,,,,,,0,0,0,0
"25","021","422700","1",1500000US250214227001,"250214227001","1",BG,"990526","5792",,,,,,,0,0,0,0
"25","009","221300","2",1500000US250092213002,"250092213002","2",BG,"2552908","2876741",,,,,,,0,0,0,0
"25","009","206600","3",1500000US250092066003,"250092066003","3",BG,"159816","137428",,,,,,,0,0,0,0
"25","009","220102","2",1500000US250092201022,"250092201022","2",BG,"746767","11345",,,,,,,0,0,0,0
"25","009","260401","4",1500000US250092604014,"250092604014","4",BG,"1154404","17857",,,,,,,0,0,0,0
"25","009","252602","2",1500000US250092526022,"250092526022","2",BG,"4546250","91155",,,,,,,0,0,0,0
"25","009","253202","2",1500000US250092532022,"250092532022","2",BG,"1171526","1430",,,,,,,0,0,0,0
"25","009","252300","5",1500000US250092523005,"250092523005","5",BG,"540055","0",,,,,,,0,0,0,0
"25","009","253204","1",1500000US250092532041,"250092532041","1",BG,"7108791","322237",,,,,,,0,0,0,0
"25","009","202102","5",1500000US250092021025,"250092021025","5",BG,"149117","0",,,,,,,0,0,0,0
"25","009","206400","2",1500000US250092064002,"250092064002","2",BG,"387202","0",,,,,,,0,0,0,0
"25","009","217100","3",1500000US250092171003,"250092171003","3",BG,"1984993","25745",,,,,,,0,0,0,0
"25","009","221600","3",1500000US250092216003,"250092216003","3",BG,"264112","2921",,,,,,,0,0,0,0
"25","009","252201","2",1500000US250092522012,"250092522012","2",BG,"1563662","37060",,,,,,,0,0,0,0
"25","009","210700","4",1500000US250092107004,"250092107004","4",BG,"190943","0",,,,,,,0,0,0,0
"25","027","707300","1",1500000US250277073001,"250277073001","1",BG,"300814","0",,,,,,,0,0,0,0
"25","027","730401","2",1500000US250277304012,"250277304012","2",BG,"1488633","27156",,,,,,,0,0,0,0
"25","027","739100","4",1500000US250277391004,"250277391004","4",BG,"6541060","21866",,,,,,,0,0,0,0
"25","027","739400","5",1500000US250277394005,"250277394005","5",BG,"826474","3066",,,,,,,0,0,0,0
"25","027","728100","2",1500000US250277281002,"250277281002","2",BG,"3960151","380480",,,,,,,0,0,0,0
"25","027","730802","2",1500000US250277308022,"250277308022","2",BG,"718911","0",,,,,,,0,0,0,0
"25","027","732202","3",1500000US250277322023,"250277322023","3",BG,"211656","0",,,,,,,0,0,0,0
"25","027","741102","2",1500000US250277411022,"250277411022","2",BG,"7316639","338292",,,,,,,0,0,0,0
"25","027","731600","4",1500000US250277316004,"250277316004","4",BG,"353196","18712",,,,,,,3,3,0,0
"25","027","731300","3",1500000US250277313003,"250277313003","3",BG,"273834","0",,,,,,,0,0,0,0
"25","027","747102","2",1500000US250277471022,"250277471022","2",BG,"2609994","212424",,,,,,,0,0,0,0
"25","017","322400","2",1500000US250173224002,"250173224002","2",BG,"702039","40926",,,,,,,0,0,0,0
"25","017","310100","1",1500000US250173101001,"250173101001","1",BG,"279185","45200",,,,,,,0,0,0,0
"25","017","366202","3",1500000US250173662023,"250173662023","3",BG,"1925550","7956",,,,,,,0,0,0,0
"25","017","313101","3",1500000US250173131013,"250173131013","3",BG,"5990830","220333",,,,,,,0,0,0,0
